d,Lat,Lon,DateString
0,39.36207,16.2279,04-May-2017 17:25:13
-0.172862326525587,39.3620530927835,16.2278995876289,04-May-2017 17:25:13
-0.0172769490995825,39.362036185567,16.2278991752577,04-May-2017 17:25:13
-0.139537493088827,39.3620192783505,16.2278987628866,04-May-2017 17:25:13
-0.0642796324518663,39.362002371134,16.2278983505155,04-May-2017 17:25:13
-0.0823769426343323,39.3619854639175,16.2278979381443,04-May-2017 17:25:13
-0.127108359566383,39.361968556701,16.2278975257732,04-May-2017 17:25:13
-0.0192398622298788,39.3619516494845,16.2278971134021,04-May-2017 17:25:13
-0.184688130244557,39.361934742268,16.2278967010309,04-May-2017 17:25:13
0.0267962945629005,39.3619178350515,16.2278962886598,04-May-2017 17:25:13
-0.21379681245811,39.361900927835,16.2278958762887,04-May-2017 17:25:13
0.0349177761525131,39.3618840206185,16.2278954639175,04-May-2017 17:25:13
-0.199075533289173,39.361867113402,16.2278950515464,04-May-2017 17:25:13
-0.00175783237197219,39.3618502061855,16.2278946391753,04-May-2017 17:25:13
-0.144343582891821,39.361833298969,16.2278942268041,04-May-2017 17:25:13
-0.0681013798795806,39.3618163917525,16.227893814433,04-May-2017 17:25:13
-0.0744568925831562,39.361799484536,16.2278934020619,04-May-2017 17:25:13
-0.133349532154564,39.3617825773195,16.2278929896907,04-May-2017 17:25:13
-0.020656752854082,39.361765670103,16.2278925773196,04-May-2017 17:25:13
-0.171608043320379,39.3617487628865,16.2278921649485,04-May-2017 17:25:13
0.00124284173743883,39.36173185567,16.2278917525773,04-May-2017 17:25:13
-0.179486387872328,39.3617149484535,16.2278913402062,04-May-2017 17:25:13
-0.000465154396234449,39.361698041237,16.2278909278351,04-May-2017 17:25:13
-0.173378847272569,39.3616811340206,16.2278905154639,04-May-2017 17:25:13
-0.00670300697624105,39.3616642268041,16.2278901030928,04-May-2017 17:25:13
-0.169342082300367,39.3616473195876,16.2278896907217,04-May-2017 17:25:13
-0.00880142149620253,39.3616304123711,16.2278892783505,04-May-2017 17:25:13
-0.16670374885084,39.3616135051546,16.2278888659794,04-May-2017 17:25:13
-0.0159668520446661,39.3615965979381,16.2278884536083,04-May-2017 17:25:13
-0.15085620923612,39.3615796907216,16.2278880412372,04-May-2017 17:25:13
-0.0437475671612445,39.3615627835051,16.227887628866,04-May-2017 17:25:13
-0.109902658122046,39.3615458762886,16.2278872164949,04-May-2017 17:25:13
-0.0967088721208175,39.3615289690721,16.2278868041238,04-May-2017 17:25:13
-0.048704261594682,39.3615120618556,16.2278863917526,04-May-2017 17:25:13
-0.16031346382878,39.3614951546391,16.2278859793815,04-May-2017 17:25:13
0.0100534675253659,39.3614782474226,16.2278855670104,04-May-2017 17:25:13
-0.206757927141712,39.3614613402061,16.2278851546392,04-May-2017 17:25:13
0.0375769751262872,39.3614444329896,16.2278847422681,04-May-2017 17:25:13
-0.210954226261502,39.3614275257731,16.227884329897,04-May-2017 17:25:13
0.0170678838154941,39.3614106185566,16.2278839175258,04-May-2017 17:25:13
-0.168053490617617,39.3613937113401,16.2278835051547,04-May-2017 17:25:13
-0.0424722414567722,39.3613768041236,16.2278830927836,04-May-2017 17:25:13
-0.10040302132509,39.3613598969071,16.2278826804124,04-May-2017 17:25:13
-0.108478602038333,39.3613429896906,16.2278822680413,04-May-2017 17:25:13
-0.045411466976648,39.3613260824741,16.2278818556702,04-May-2017 17:25:13
-0.145339946346257,39.3613091752576,16.227881443299,04-May-2017 17:25:13
-0.0303715438030138,39.3612922680411,16.2278810309279,04-May-2017 17:25:13
-0.139028818451352,39.3612753608246,16.2278806185568,04-May-2017 17:25:13
-0.0538081246097857,39.3612584536081,16.2278802061856,04-May-2017 17:25:13
-0.105540205272669,39.3612415463916,16.2278797938145,04-May-2017 17:25:13
-0.0891597786258219,39.3612246391751,16.2278793814434,04-May-2017 17:25:13
-0.0760168223680959,39.3612077319586,16.2278789690722,04-May-2017 17:25:13
-0.107332721344357,39.3611908247421,16.2278785567011,04-May-2017 17:25:13
-0.0717274930497474,39.3611739175256,16.22787814433,04-May-2017 17:25:13
-0.0985397388232215,39.3611570103091,16.2278777319588,04-May-2017 17:25:13
-0.0901894106166761,39.3611401030926,16.2278773195877,04-May-2017 17:25:13
-0.0753884170586943,39.3611231958761,16.2278769072166,04-May-2017 17:25:13
-0.113103564950602,39.3611062886596,16.2278764948454,04-May-2017 17:25:13
-0.0563752617966054,39.3610893814431,16.2278760824743,04-May-2017 17:25:13
-0.126797301759264,39.3610724742266,16.2278756701032,04-May-2017 17:25:13
-0.0472536391713412,39.3610555670101,16.227875257732,04-May-2017 17:25:13
-0.133653228859612,39.3610386597936,16.2278748453609,04-May-2017 17:25:13
-0.0402820820316303,39.3610217525771,16.2278744329898,04-May-2017 17:25:13
-0.141851774310326,39.3610048453606,16.2278740206186,04-May-2017 17:25:13
-0.0322525386174536,39.3609879381441,16.2278736082475,04-May-2017 17:25:13
-0.145715279841283,39.3609710309276,16.2278731958764,04-May-2017 17:25:13
-0.0384653321939764,39.3609541237111,16.2278727835052,04-May-2017 17:25:13
-0.123501354037216,39.3609372164946,16.2278723711341,04-May-2017 17:25:14
-0.0805744119347121,39.3609203092781,16.227871958763,04-May-2017 17:25:14
-0.0617016683401644,39.3609034020616,16.2278715463918,04-May-2017 17:25:14
-0.156924687594267,39.3608864948451,16.2278711340207,04-May-2017 17:25:14
0.0193696373607055,39.3608695876286,16.2278707216496,04-May-2017 17:25:14
-0.230107579756329,39.3608526804122,16.2278703092784,04-May-2017 17:25:14
0.0718425540469489,39.3608357731957,16.2278698969073,04-May-2017 17:25:14
-0.25189318802659,39.3608188659792,16.2278694845362,04-May-2017 17:25:14
0.0579666026188755,39.3608019587627,16.227869072165,04-May-2017 17:25:14
-0.20359694564887,39.3607850515462,16.2278686597939,04-May-2017 17:25:14
-0.017835738395822,39.3607681443297,16.2278682474228,04-May-2017 17:25:14
-0.111351092418942,39.3607512371132,16.2278678350516,04-May-2017 17:25:14
-0.113849146950054,39.3607343298967,16.2278674226805,04-May-2017 17:25:14
-0.0235672360955273,39.3607174226802,16.2278670103094,04-May-2017 17:25:14
-0.184117719659273,39.3607005154637,16.2278665979382,04-May-2017 17:25:14
0.0234841100961968,39.3606836082472,16.2278661855671,04-May-2017 17:25:14
-0.206104934026521,39.3606667010307,16.227865773196,04-May-2017 17:25:14
0.0217509519597444,39.3606497938142,16.2278653608248,04-May-2017 17:25:14
-0.18449829899248,39.3606328865977,16.2278649484537,04-May-2017 17:25:14
-0.0143690282870379,39.3606159793812,16.2278645360826,04-May-2017 17:25:14
-0.140159528721858,39.3605990721647,16.2278641237114,04-May-2017 17:25:14
-0.0604522885857567,39.3605821649482,16.2278637113403,04-May-2017 17:25:14
-0.0985193016856301,39.3605652577317,16.2278632989692,04-May-2017 17:25:14
-0.0925827404707632,39.3605483505152,16.2278628865981,04-May-2017 17:25:14
-0.0792348046441384,39.3605314432987,16.2278624742269,04-May-2017 17:25:14
-0.0982124871570497,39.3605145360822,16.2278620618558,04-May-2017 17:25:14
-0.0853672404766371,39.3604976288657,16.2278616494847,04-May-2017 17:25:14
-0.0848111217569773,39.3604807216492,16.2278612371135,04-May-2017 17:25:14
-0.0999694816599237,39.3604638144327,16.2278608247424,04-May-2017 17:25:14
