verticalDisplacement,NewLat,NewLon,DateString
0.140411485215523,39.362036185567,16.2278991752577,04-May-2017 17:25:13
0.120460420054044,39.362002371134,16.2278983505155,04-May-2017 17:25:13
0.154271369344394,39.361968556701,16.2278975257732,04-May-2017 17:25:13
0.151171608871389,39.361934742268,16.2278967010309,04-May-2017 17:25:13
0.152400889130582,39.361900927835,16.2278958762887,04-May-2017 17:25:13
0.14637726410121,39.361867113402,16.2278950515464,04-May-2017 17:25:13
0.109798332331586,39.361833298969,16.2278942268041,04-May-2017 17:25:13
0.140118427537493,39.361799484536,16.2278934020619,04-May-2017 17:25:13
0.107430164386159,39.361765670103,16.2278925773196,04-May-2017 17:25:13
0.119520001238027,39.36173185567,16.2278917525773,04-May-2017 17:25:13
0.129569279438372,39.361698041237,16.2278909278351,04-May-2017 17:25:13
0.12820940595522,39.3616642268041,16.2278901030928,04-May-2017 17:25:13
0.130851540385749,39.3616304123711,16.2278892783505,04-May-2017 17:25:13
0.191380740213689,39.3615965979381,16.2278884536083,04-May-2017 17:25:13
0.149245244860728,39.3615627835051,16.227887628866,04-May-2017 17:25:13
0.202720998535239,39.3615289690721,16.2278868041238,04-May-2017 17:25:13
0.176633077222798,39.3614951546391,16.2278859793815,04-May-2017 17:25:13
0.190196831686509,39.3614613402061,16.2278851546392,04-May-2017 17:25:13
0.165361840145756,39.3614275257731,16.227884329897,04-May-2017 17:25:13
0.0819580749092723,39.3613937113401,16.2278835051547,04-May-2017 17:25:13
0.143478888140645,39.3613598969071,16.2278826804124,04-May-2017 17:25:13
0.0872813281129365,39.3613260824741,16.2278818556702,04-May-2017 17:25:13
0.15796885010693,39.3612922680411,16.2278810309279,04-May-2017 17:25:13
0.0921307234362544,39.3612584536081,16.2278802061856,04-May-2017 17:25:13
0.152551197063384,39.3612246391751,16.2278793814434,04-May-2017 17:25:13
0.0922263058262793,39.3611908247421,16.2278785567011,04-May-2017 17:25:13
0.12911705902739,39.3611570103091,16.2278777319588,04-May-2017 17:25:13
0.102166300677771,39.3611231958761,16.2278769072166,04-May-2017 17:25:13
0.126908816877227,39.3610893814431,16.2278760824743,04-May-2017 17:25:13
0.165276874211882,39.3610555670101,16.227875257732,04-May-2017 17:25:13
0.141974037512326,39.3610217525771,16.2278744329898,04-May-2017 17:25:13
0.171727949994972,39.3609879381441,16.2278736082475,04-May-2017 17:25:13
0.0893797535985974,39.3609541237111,16.2278727835052,04-May-2017 17:25:13
0.141136641697645,39.3609203092781,16.227871958763,04-May-2017 17:25:13
0.0803774478609069,39.3608864948451,16.2278711340207,04-May-2017 17:25:13
0.172202241536217,39.3608526804122,16.2278703092784,04-May-2017 17:25:13
0.104382852650839,39.3608188659792,16.2278694845362,04-May-2017 17:25:13
0.20934348834874,39.3607850515462,16.2278686597939,04-May-2017 17:25:13
0.0919004167365302,39.3607512371132,16.2278678350516,04-May-2017 17:25:13
0.21532879995455,39.3607174226802,16.2278670103094,04-May-2017 17:25:13
0.106818272087305,39.3606836082472,16.2278661855671,04-May-2017 17:25:13
0.159649465362305,39.3606497938142,16.2278653608248,04-May-2017 17:25:13
0.138154214761267,39.3606159793812,16.2278645360826,04-May-2017 17:25:13
0.12784590537854,39.3605821649482,16.2278637113403,04-May-2017 17:25:13
0.16411221581494,39.3605483505152,16.2278628865981,04-May-2017 17:25:13
0.115102556304407,39.3605145360822,16.2278620618558,04-May-2017 17:25:13
0.152843257830285,39.3604807216492,16.2278612371135,04-May-2017 17:25:13
0.124592871938218,39.3604469072162,16.2278604123713,04-May-2017 17:25:13
0.0603428455080118,39.3604064210526,16.2278776842106,04-May-2017 17:25:13
0.0563420292539826,39.3603676842104,16.2279067368422,04-May-2017 17:25:13
0.0560936717961639,39.3603296,16.227937,04-May-2017 17:25:13
0.0547154459654556,39.3602924,16.2279679999999,04-May-2017 17:25:13
0.0586629815741657,39.3602488990827,16.2279817431193,04-May-2017 17:25:13
0.0550571316788296,39.3602060869565,16.2279969565218,04-May-2017 17:25:13
0.0536320360725047,39.3601643478259,16.228017826087,04-May-2017 17:25:13
0.0548079794264848,39.3601223232324,16.2280375757575,04-May-2017 17:25:13
0.052874120968873,39.3600798989901,16.2280557575756,04-May-2017 17:25:13
0.0558127629699204,39.3600356862745,16.2280649019608,04-May-2017 17:25:13
0.0544538753155763,39.3599927272727,16.2280651515152,04-May-2017 17:25:13
0.0543073103514094,39.3599536363637,16.2280390909091,04-May-2017 17:25:13
0.05553333838587,39.3599145454547,16.228013030303,04-May-2017 17:25:13
