ACCELEROMETRO X (m/s²),ACCELEROMETRO Y (m/s²),ACCELEROMETRO Z (m/s²),GRAVITÀ X (m/s²),GRAVITÀ Y (m/s²),GRAVITÀ Z (m/s²),CAMPO MAGNETICO X (μT),CAMPO MAGNETICO Y (μT),CAMPO MAGNETICO Z (μT),ORIENTAMENTO Z (azimuth °),ORIENTAMENTO X (pitch °),ORIENTAMENTO Y (roll °),LIVELLO SONORO (dB),POSIZIONE Latitudine : ,POSIZIONE Longitudine : ,POSIZIONE Altitudine ( m),POSIZIONE Altitudine-google ( m),POSIZIONE Velocità ( Km/h),POSIZIONE Precisione ( m),POSIZIONE ORIENTAMENTO (°),Satelliti rilevati,Tempo da inizio in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.24229,9.19469,-1.75636,-0.14982,9.75217,-1.10325,65.76,-38.58,-22.38,104.686,-83.164,172.626,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,255,2017-04-03 19:10:08:896
-0.24229,9.19469,-1.75636,-0.14982,9.75217,-1.10325,65.76,-38.58,-22.38,104.686,-83.164,172.626,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,264,2017-04-03 19:10:08:905
-0.2806,10.09491,0.0654,-0.14982,9.75217,-1.04877,65.46,-38.46,-22.86,104.686,-83.164,172.626,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,274,2017-04-03 19:10:08:915
-0.22314,9.71184,-0.07474,-0.14982,9.76579,-0.99429,65.22,-38.1,-22.74,104.594,-83.8,171.87,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,284,2017-04-03 19:10:08:925
-0.22314,9.71184,-0.07474,-0.14982,9.76579,-0.99429,65.22,-38.1,-22.74,104.594,-83.8,171.87,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,294,2017-04-03 19:10:08:935
-0.1561,9.36708,-1.05568,-0.16344,9.76579,-0.9398,65.16,-38.28,-22.62,104.594,-83.8,171.87,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,304,2017-04-03 19:10:08:945
-0.1561,9.36708,-1.05568,-0.16344,9.76579,-0.9398,65.16,-38.28,-22.62,104.594,-83.8,171.87,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,314,2017-04-03 19:10:08:955
-0.18483,9.83634,-0.68199,-0.16344,9.76579,-0.9398,65.04,-38.34,-22.74,102.574,-84.421,170.134,44.5406,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,324,2017-04-03 19:10:08:965
-0.29018,9.99914,0.27093,-0.17706,9.76579,-0.92618,65.04,-38.16,-22.62,102.574,-84.421,170.134,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,334,2017-04-03 19:10:08:975
-0.29018,9.99914,0.27093,-0.17706,9.76579,-0.92618,65.04,-38.16,-22.62,102.574,-84.421,170.134,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,344,2017-04-03 19:10:08:985
-0.2806,9.84592,0.2429,-0.17706,9.76579,-0.91256,65.16,-38.28,-22.74,102.574,-84.421,170.134,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,354,2017-04-03 19:10:08:995
-0.2806,9.84592,0.2429,-0.17706,9.76579,-0.91256,65.16,-38.28,-22.74,102.574,-84.421,170.134,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,364,2017-04-03 19:10:09:005
-0.25187,9.81718,-0.73804,-0.17706,9.76579,-0.8717,65.52,-38.46,-22.74,101.094,-84.563,169.019,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,374,2017-04-03 19:10:09:015
-0.25187,9.81718,-0.73804,-0.17706,9.76579,-0.8717,65.52,-38.46,-22.74,101.094,-84.563,169.019,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,384,2017-04-03 19:10:09:025
-0.25187,9.81718,-0.73804,-0.17706,9.76579,-0.8717,65.46,-38.4,-22.74,101.094,-84.563,169.019,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,394,2017-04-03 19:10:09:035
-0.17526,9.36708,-1.19582,-0.17706,9.76579,-0.8717,65.46,-38.4,-22.74,101.094,-84.563,169.019,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,404,2017-04-03 19:10:09:045
-0.17526,9.36708,-1.19582,-0.17706,9.76579,-0.8717,65.7,-38.52,-22.8,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,414,2017-04-03 19:10:09:055
-0.19441,9.233,-1.78439,-0.17706,9.76579,-0.8717,65.7,-38.52,-22.8,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,424,2017-04-03 19:10:09:065
-0.16568,9.28088,-1.96189,-0.17706,9.76579,-0.8717,65.82,-38.64,-22.8,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,434,2017-04-03 19:10:09:075
-0.16568,9.28088,-1.96189,-0.17706,9.76579,-0.8717,65.82,-38.64,-22.8,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,444,2017-04-03 19:10:09:085
-0.1561,9.75015,-0.16816,-0.20431,9.76579,-0.88532,65.64,-38.7,-22.8,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,454,2017-04-03 19:10:09:095
-0.10822,9.46284,-0.85949,-0.20431,9.76579,-0.88532,65.64,-38.7,-22.8,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,464,2017-04-03 19:10:09:105
-0.10822,9.46284,-0.85949,-0.20431,9.76579,-0.88532,65.88,-38.64,-22.62,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,474,2017-04-03 19:10:09:115
-0.10822,9.46284,-0.85949,-0.20431,9.76579,-0.88532,65.88,-38.64,-22.62,100.552,-84.796,168.518,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,484,2017-04-03 19:10:09:125
-0.07949,9.36708,-1.85912,-0.21793,9.76579,-0.8717,65.88,-38.7,-22.38,98.362,-84.685,167.005,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,494,2017-04-03 19:10:09:135
-0.08906,10.03745,-0.10277,-0.21793,9.76579,-0.8717,65.58,-39.0,-22.38,98.362,-84.685,167.005,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,504,2017-04-03 19:10:09:145
-0.08906,10.03745,-0.10277,-0.21793,9.76579,-0.8717,65.58,-39.0,-22.38,98.362,-84.685,167.005,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,514,2017-04-03 19:10:09:155
-0.10822,9.7693,-0.18685,-0.20431,9.77941,-0.85808,65.58,-38.76,-22.74,98.362,-84.685,167.005,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,524,2017-04-03 19:10:09:165
-0.10822,9.7693,-0.18685,-0.20431,9.77941,-0.85808,65.58,-38.76,-22.74,98.362,-84.685,167.005,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,534,2017-04-03 19:10:09:175
-0.13695,9.6065,-1.14911,-0.20431,9.77941,-0.85808,65.7,-39.06,-22.38,97.882,-84.846,166.608,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,544,2017-04-03 19:10:09:185
-0.17526,9.26173,-1.97123,-0.20431,9.77941,-0.85808,65.7,-39.06,-22.38,97.882,-84.846,166.608,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,554,2017-04-03 19:10:09:195
-0.17526,9.26173,-1.97123,-0.20431,9.77941,-0.85808,65.7,-39.06,-22.38,97.882,-84.846,166.608,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,564,2017-04-03 19:10:09:205
-0.01245,9.16596,-2.61585,-0.21793,9.76579,-0.85808,65.76,-38.94,-22.2,97.882,-84.846,166.608,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,574,2017-04-03 19:10:09:215
-0.01245,9.16596,-2.61585,-0.20431,9.76579,-0.89894,66.0,-38.64,-22.38,97.047,-84.82,165.75,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,584,2017-04-03 19:10:09:225
-0.06991,9.96084,-0.89686,-0.20431,9.76579,-0.89894,66.0,-38.64,-22.38,97.047,-84.82,165.75,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,594,2017-04-03 19:10:09:235
-0.09864,9.44369,-2.61585,-0.19068,9.76579,-0.96704,65.76,-38.4,-22.2,97.047,-84.82,165.75,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,604,2017-04-03 19:10:09:245
-0.09864,9.44369,-2.61585,-0.19068,9.76579,-0.96704,65.76,-38.4,-22.2,97.047,-84.82,165.75,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,614,2017-04-03 19:10:09:255
-0.33806,9.54903,-1.28924,-0.17706,9.75217,-1.04877,65.58,-38.22,-22.62,101.089,-84.237,168.845,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,624,2017-04-03 19:10:09:265
-0.33806,9.54903,-1.28924,-0.17706,9.75217,-1.04877,65.58,-38.22,-22.62,101.089,-84.237,168.845,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,634,2017-04-03 19:10:09:275
-0.18483,9.96084,-0.61659,-0.16344,9.75217,-1.10325,65.52,-38.16,-22.8,101.089,-84.237,168.845,50.1929,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,644,2017-04-03 19:10:09:285
-0.11779,9.22342,-2.89612,-0.16344,9.75217,-1.10325,65.52,-38.16,-22.8,101.089,-84.237,168.845,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,654,2017-04-03 19:10:09:295
-0.11779,9.22342,-2.89612,-0.16344,9.75217,-1.10325,65.52,-38.16,-22.8,101.089,-84.237,168.845,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,664,2017-04-03 19:10:09:305
-0.06033,9.13723,-2.44769,-0.16344,9.73855,-1.17135,65.34,-38.16,-23.22,104.466,-83.476,171.573,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,674,2017-04-03 19:10:09:315
-0.29018,9.49157,-1.59754,-0.16344,9.73855,-1.23945,65.58,-38.34,-23.34,104.466,-83.476,171.573,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,684,2017-04-03 19:10:09:325
-0.29018,9.49157,-1.59754,-0.16344,9.73855,-1.23945,65.58,-38.34,-23.34,104.466,-83.476,171.573,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,694,2017-04-03 19:10:09:335
-0.37637,9.38623,-2.27953,-0.14982,9.72493,-1.30755,65.46,-38.46,-23.1,105.753,-82.685,172.488,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,704,2017-04-03 19:10:09:345
-0.37637,9.38623,-2.27953,-0.14982,9.72493,-1.30755,65.46,-38.46,-23.1,105.753,-82.685,172.488,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,714,2017-04-03 19:10:09:355
-0.27102,9.11808,-2.74665,-0.14982,9.71131,-1.36203,64.86,-38.46,-23.4,105.753,-82.685,172.488,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,724,2017-04-03 19:10:09:365
-0.32848,9.05104,-2.59717,-0.14982,9.71131,-1.36203,64.86,-38.46,-23.4,105.753,-82.685,172.488,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,734,2017-04-03 19:10:09:375
-0.32848,9.05104,-2.59717,-0.14982,9.71131,-1.43014,64.56,-38.52,-22.98,107.411,-81.969,173.723,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,744,2017-04-03 19:10:09:385
-0.27102,9.78845,-1.037,-0.14982,9.71131,-1.43014,64.56,-38.52,-22.98,107.411,-81.969,173.723,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,754,2017-04-03 19:10:09:395
-0.27102,9.78845,-1.037,-0.14982,9.71131,-1.43014,64.56,-38.52,-22.98,107.411,-81.969,173.723,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,764,2017-04-03 19:10:09:405
-0.16568,9.67353,-1.5228,-0.14982,9.69769,-1.48462,64.62,-38.16,-22.98,107.411,-81.969,173.723,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,774,2017-04-03 19:10:09:415
-0.16568,9.67353,-1.5228,-0.16344,9.68407,-1.5391,64.32,-38.16,-23.04,108.474,-81.253,174.237,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,784,2017-04-03 19:10:09:425
-0.1561,9.74057,-1.87781,-0.16344,9.68407,-1.5391,64.32,-38.16,-23.04,108.474,-81.253,174.237,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,794,2017-04-03 19:10:09:435
-0.09864,9.233,-0.2429,-0.19068,9.68407,-1.56634,64.92,-38.04,-22.62,108.474,-81.253,174.237,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,804,2017-04-03 19:10:09:445
-0.04118,9.28088,-2.05531,-0.19068,9.68407,-1.56634,64.92,-38.04,-22.62,108.474,-81.253,174.237,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,814,2017-04-03 19:10:09:455
-0.04118,9.28088,-2.05531,-0.20431,9.68407,-1.6072,65.22,-38.16,-22.56,107.246,-80.746,173.059,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,824,2017-04-03 19:10:09:465
-0.0316,9.33834,-1.81241,-0.20431,9.68407,-1.6072,65.22,-38.16,-22.56,107.246,-80.746,173.059,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,834,2017-04-03 19:10:09:475
-0.0316,9.33834,-1.81241,-0.20431,9.68407,-1.6072,65.04,-38.34,-22.14,107.246,-80.746,173.059,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,844,2017-04-03 19:10:09:485
-0.13695,9.62565,-0.42975,-0.20431,9.68407,-1.6072,65.04,-38.34,-22.14,107.246,-80.746,173.059,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,854,2017-04-03 19:10:09:495
-0.13695,9.62565,-0.42975,-0.20431,9.67045,-1.62082,65.7,-38.1,-21.96,106.013,-80.502,172.756,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,864,2017-04-03 19:10:09:505
-0.17526,9.49157,-1.22385,-0.20431,9.67045,-1.62082,65.7,-38.1,-21.96,106.013,-80.502,172.756,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,874,2017-04-03 19:10:09:515
-0.17526,9.49157,-1.22385,-0.20431,9.67045,-1.62082,65.7,-38.1,-21.96,106.013,-80.502,172.756,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,884,2017-04-03 19:10:09:525
-0.06991,9.39581,-2.22348,-0.21793,9.68407,-1.59358,65.7,-38.16,-21.96,106.013,-80.502,172.756,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,894,2017-04-03 19:10:09:535
-0.06991,9.39581,-2.22348,-0.21793,9.68407,-1.5391,65.7,-38.34,-22.08,105.458,-80.57,172.213,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,904,2017-04-03 19:10:09:545
0.01628,9.15639,-1.84044,-0.21793,9.68407,-1.5391,65.7,-38.34,-22.08,105.458,-80.57,172.213,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,914,2017-04-03 19:10:09:555
0.01628,9.15639,-1.84044,-0.21793,9.69769,-1.51186,65.82,-38.34,-22.26,105.458,-80.57,172.213,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,924,2017-04-03 19:10:09:565
-0.05076,9.42454,-1.69096,-0.20431,9.71131,-1.44376,65.4,-38.82,-22.56,105.458,-80.57,172.213,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,934,2017-04-03 19:10:09:575
-0.05076,9.42454,-1.69096,-0.20431,9.71131,-1.44376,65.4,-38.82,-22.56,105.458,-80.57,172.213,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,944,2017-04-03 19:10:09:585
-0.12737,9.6448,-0.76607,-0.19068,9.71131,-1.37565,65.1,-38.58,-22.86,105.942,-81.461,171.946,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,954,2017-04-03 19:10:09:595
-0.12737,9.6448,-0.76607,-0.19068,9.71131,-1.37565,65.1,-38.58,-22.86,105.942,-81.461,171.946,49.4341,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,965,2017-04-03 19:10:09:606
-0.02203,9.83634,-0.00934,-0.17706,9.72493,-1.32117,64.92,-39.12,-23.04,105.942,-81.461,171.946,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,975,2017-04-03 19:10:09:616
-0.02203,9.83634,-0.00934,-0.16344,9.72493,-1.28031,64.92,-39.0,-22.86,105.942,-81.461,171.946,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,984,2017-04-03 19:10:09:625
-0.0316,9.98957,0.09342,-0.16344,9.72493,-1.28031,64.92,-39.0,-22.86,105.942,-81.461,171.946,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,994,2017-04-03 19:10:09:635
-0.06991,9.20427,-1.8311,-0.1362,9.73855,-1.21221,65.04,-39.18,-22.74,106.208,-82.44,172.725,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1004,2017-04-03 19:10:09:645
-0.06991,9.25215,-1.26122,-0.12258,9.73855,-1.17135,65.04,-39.3,-22.74,106.208,-82.44,172.725,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1014,2017-04-03 19:10:09:655
-0.30933,9.25215,-1.26122,-0.12258,9.73855,-1.17135,65.04,-39.3,-22.74,106.208,-82.44,172.725,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1024,2017-04-03 19:10:09:665
-0.30933,9.25215,-1.26122,-0.10896,9.75217,-1.10325,65.04,-39.18,-22.5,106.208,-82.44,172.725,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1034,2017-04-03 19:10:09:675
-0.18483,9.63523,-0.71002,-0.10896,9.75217,-1.10325,65.04,-39.18,-22.5,106.208,-82.44,172.725,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1044,2017-04-03 19:10:09:685
-0.13695,9.42454,-1.20516,-0.10896,9.75217,-1.06239,65.22,-38.94,-22.2,106.508,-83.514,174.359,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1054,2017-04-03 19:10:09:695
-0.13695,9.42454,-1.20516,-0.10896,9.75217,-1.06239,65.22,-38.94,-22.2,106.508,-83.514,174.359,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1064,2017-04-03 19:10:09:705
-0.27102,9.84592,0.40172,-0.10896,9.76579,-0.99429,65.1,-39.0,-22.2,106.508,-83.514,174.359,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1074,2017-04-03 19:10:09:715
-0.29018,9.14681,-1.5882,-0.10896,9.76579,-0.96704,64.98,-38.76,-22.32,106.508,-83.514,174.359,48.5713,39.362206,16.227985,770.968,688.2402726996686,0.0,32.258064,,7 / 20,1084,2017-04-03 19:10:09:725
