ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.52,-0.095,9.707,-0.354,-0.027,9.807,0.163,0.068,-0.191,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,165,2017-05-30 21:24:04:457
-0.52,-0.095,9.707,-0.354,-0.027,9.807,0.163,0.068,-0.191,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,174,2017-05-30 21:24:04:466
-0.472,-0.095,9.548,-0.354,-0.027,9.807,0.0,0.0,-0.014,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,185,2017-05-30 21:24:04:477
-0.472,-0.095,9.548,-0.354,-0.027,9.807,0.0,0.0,-0.014,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,195,2017-05-30 21:24:04:487
-0.309,-0.018,9.669,-0.354,-0.027,9.807,-0.109,-0.054,-0.259,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,204,2017-05-30 21:24:04:496
-0.309,-0.018,9.669,-0.354,-0.027,9.807,-0.109,-0.054,-0.259,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,215,2017-05-30 21:24:04:507
-0.376,-0.047,9.669,-0.354,-0.027,9.807,0.054,0.014,-0.136,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,224,2017-05-30 21:24:04:516
-0.415,-0.085,9.51,-0.354,-0.027,9.807,0.054,0.014,-0.136,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,237,2017-05-30 21:24:04:529
-0.415,-0.085,9.51,-0.354,-0.027,9.807,0.054,0.014,-0.136,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,244,2017-05-30 21:24:04:536
-0.348,-0.037,9.632,-0.354,-0.027,9.807,0.082,0.027,-0.123,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,254,2017-05-30 21:24:04:546
-0.348,-0.037,9.632,-0.354,-0.027,9.807,0.082,0.027,-0.123,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,265,2017-05-30 21:24:04:557
-0.415,-0.047,9.454,-0.354,-0.027,9.807,0.014,0.0,-0.177,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,274,2017-05-30 21:24:04:566
-0.281,-0.009,9.651,-0.354,-0.027,9.807,-0.054,-0.014,-0.354,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,285,2017-05-30 21:24:04:577
-0.281,-0.009,9.651,-0.354,-0.027,9.807,-0.054,-0.014,-0.354,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,295,2017-05-30 21:24:04:587
-0.396,-0.028,9.473,-0.354,-0.027,9.807,-0.027,0.0,-0.068,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,305,2017-05-30 21:24:04:597
-0.396,-0.028,9.473,-0.354,-0.027,9.807,-0.027,0.0,-0.068,-18.0,-18.4,-39.4,133.0,0.2,2.1,55.79,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,315,2017-05-30 21:24:04:607
-0.242,0.049,9.669,-0.354,-0.027,9.807,-0.041,0.0,-0.341,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,325,2017-05-30 21:24:04:617
-0.242,0.049,9.669,-0.354,-0.027,9.807,-0.041,0.0,-0.341,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,334,2017-05-30 21:24:04:626
-0.376,-0.018,9.707,-0.354,-0.027,9.807,0.123,0.068,-0.136,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,344,2017-05-30 21:24:04:636
-0.376,-0.018,9.707,-0.354,-0.027,9.807,-0.014,0.014,-0.095,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,355,2017-05-30 21:24:04:647
-0.348,-0.066,9.576,-0.354,-0.027,9.807,0.095,0.027,-0.082,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,364,2017-05-30 21:24:04:656
-0.348,-0.066,9.576,-0.354,-0.027,9.807,0.095,0.027,-0.082,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,375,2017-05-30 21:24:04:667
-0.348,-0.066,9.576,-0.354,-0.027,9.807,0.095,0.027,-0.082,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,384,2017-05-30 21:24:04:676
-0.415,-0.037,9.595,-0.354,-0.027,9.807,0.0,0.027,-0.123,-18.0,-18.4,-39.4,133.0,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,395,2017-05-30 21:24:04:687
-0.415,-0.037,9.595,-0.354,-0.027,9.807,-0.054,0.0,-0.218,-18.1,-18.5,-39.1,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,404,2017-05-30 21:24:04:696
-0.415,-0.037,9.595,-0.354,-0.027,9.807,-0.054,0.0,-0.218,-18.1,-18.5,-39.1,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,414,2017-05-30 21:24:04:706
-0.252,-0.047,9.707,-0.354,-0.027,9.807,-0.095,-0.027,0.0,-18.1,-18.6,-38.6,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,424,2017-05-30 21:24:04:716
-0.252,-0.047,9.707,-0.354,-0.027,9.807,-0.095,-0.027,0.0,-18.1,-18.6,-38.6,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,435,2017-05-30 21:24:04:727
-0.271,-0.028,9.716,-0.354,-0.027,9.807,-0.095,-0.041,-0.218,-18.1,-18.8,-37.9,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,445,2017-05-30 21:24:04:737
-0.271,-0.028,9.716,-0.354,-0.027,9.807,-0.095,-0.041,-0.218,-18.1,-18.8,-37.9,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 20,459,2017-05-30 21:24:04:751
-0.424,-0.076,9.707,-0.354,-0.027,9.807,0.095,0.0,-0.095,-18.1,-19.0,-37.1,134.6,0.2,2.1,63.6,39.35338,16.21971,264.0,225.6842499,0.0,4.0,,10 / 21,465,2017-05-30 21:24:04:757
-0.424,-0.076,9.707,-0.354,-0.027,9.807,0.095,0.0,-0.095,-18.1,-19.0,-37.1,134.6,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,475,2017-05-30 21:24:04:767
-0.424,-0.076,9.707,-0.354,-0.027,9.807,0.095,0.0,-0.095,-18.1,-19.0,-37.1,134.6,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,485,2017-05-30 21:24:04:777
-0.405,-0.057,9.735,-0.354,-0.027,9.807,0.082,0.0,-0.054,-18.1,-19.1,-36.3,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,495,2017-05-30 21:24:04:787
-0.405,-0.057,9.735,-0.354,-0.027,9.807,0.082,0.0,-0.054,-18.1,-19.1,-36.3,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,504,2017-05-30 21:24:04:796
-0.424,-0.095,9.613,-0.354,-0.027,9.807,-0.041,-0.027,-0.068,-18.1,-19.1,-36.3,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,514,2017-05-30 21:24:04:806
-0.424,-0.095,9.613,-0.354,-0.027,9.807,-0.041,-0.027,-0.068,-18.1,-19.1,-36.3,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,524,2017-05-30 21:24:04:816
-0.29,-0.028,9.669,-0.354,-0.027,9.807,-0.068,-0.054,-0.191,-18.1,-19.1,-36.0,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,535,2017-05-30 21:24:04:827
-0.29,-0.028,9.669,-0.354,-0.027,9.807,-0.068,-0.054,-0.191,-18.1,-19.1,-36.0,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,544,2017-05-30 21:24:04:836
-0.453,-0.037,9.8,-0.354,-0.027,9.807,0.068,0.0,-0.136,-17.6,-19.2,-35.7,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,554,2017-05-30 21:24:04:846
-0.453,-0.037,9.8,-0.354,-0.027,9.807,0.068,0.0,-0.136,-17.6,-19.2,-35.7,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,565,2017-05-30 21:24:04:857
-0.386,-0.124,9.557,-0.354,-0.027,9.807,-0.095,0.0,0.0,-17.6,-19.2,-35.7,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,574,2017-05-30 21:24:04:866
-0.29,0.03,9.669,-0.354,-0.027,9.807,-0.095,0.0,0.0,-17.6,-19.2,-35.7,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,584,2017-05-30 21:24:04:876
-0.29,0.03,9.669,-0.354,-0.027,9.807,-0.095,0.0,0.0,-17.6,-19.2,-35.7,134.7,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,595,2017-05-30 21:24:04:887
-0.386,-0.047,9.595,-0.354,-0.014,9.807,-0.136,0.014,-0.15,-17.4,-19.1,-35.8,136.2,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,605,2017-05-30 21:24:04:897
-0.386,-0.047,9.595,-0.354,-0.014,9.807,-0.136,0.014,-0.15,-17.4,-19.1,-35.8,136.2,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,614,2017-05-30 21:24:04:906
-0.242,0.02,9.66,-0.354,-0.014,9.807,-0.027,-0.027,-0.218,-17.8,-19.3,-35.8,136.2,0.2,2.1,63.6,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,625,2017-05-30 21:24:04:917
-0.405,-0.037,9.623,-0.354,-0.027,9.807,0.123,0.041,-0.15,-18.2,-19.4,-36.2,134.6,0.1,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,634,2017-05-30 21:24:04:926
-0.405,-0.037,9.623,-0.354,-0.027,9.807,0.123,0.041,-0.15,-18.2,-19.4,-36.2,134.6,0.1,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,644,2017-05-30 21:24:04:936
-0.405,-0.037,9.623,-0.354,-0.027,9.807,0.123,0.041,-0.15,-18.2,-19.4,-36.2,134.6,0.1,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,654,2017-05-30 21:24:04:946
-0.261,-0.018,9.688,-0.368,-0.027,9.807,-0.041,-0.014,-0.068,-18.3,-19.4,-36.0,134.6,0.1,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,665,2017-05-30 21:24:04:957
-0.261,-0.018,9.688,-0.368,-0.027,9.807,-0.041,-0.014,-0.068,-18.3,-19.4,-36.0,134.6,0.1,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,675,2017-05-30 21:24:04:967
-0.271,0.049,9.744,-0.368,-0.027,9.807,-0.014,-0.054,-0.191,-18.7,-19.3,-36.0,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,685,2017-05-30 21:24:04:977
-0.271,0.049,9.744,-0.368,-0.027,9.807,-0.014,-0.054,-0.191,-18.7,-19.3,-36.0,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,695,2017-05-30 21:24:04:987
-0.386,-0.037,9.66,-0.368,-0.027,9.807,0.109,0.068,-0.068,-18.7,-19.2,-36.5,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,704,2017-05-30 21:24:04:996
-0.386,-0.037,9.66,-0.368,-0.027,9.807,0.109,0.068,-0.068,-18.7,-19.2,-36.5,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,714,2017-05-30 21:24:05:006
-0.386,-0.037,9.66,-0.368,-0.027,9.807,0.109,0.068,-0.068,-18.7,-19.2,-36.5,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,724,2017-05-30 21:24:05:016
-0.376,-0.057,9.744,-0.368,-0.027,9.807,0.095,0.054,-0.027,-18.6,-19.0,-37.2,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,734,2017-05-30 21:24:05:026
-0.376,-0.057,9.744,-0.368,-0.027,9.807,0.095,0.054,-0.027,-18.6,-19.0,-37.2,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,745,2017-05-30 21:24:05:037
-0.376,-0.057,9.744,-0.368,-0.027,9.807,0.095,0.054,-0.027,-18.6,-19.0,-37.2,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,755,2017-05-30 21:24:05:047
-0.405,-0.114,9.632,-0.368,-0.027,9.807,0.0,-0.027,-0.068,-18.2,-19.1,-37.0,133.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,765,2017-05-30 21:24:05:057
-0.309,-0.009,9.781,-0.354,-0.027,9.807,-0.041,-0.082,-0.177,-18.2,-19.3,-37.3,134.6,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,775,2017-05-30 21:24:05:067
-0.309,-0.009,9.781,-0.354,-0.027,9.807,-0.041,-0.082,-0.177,-18.2,-19.3,-37.3,134.6,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,784,2017-05-30 21:24:05:076
-0.463,-0.047,9.763,-0.354,-0.027,9.807,0.054,0.027,-0.027,-18.1,-19.0,-36.4,134.6,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,795,2017-05-30 21:24:05:087
-0.463,-0.047,9.763,-0.354,-0.027,9.807,0.054,0.027,-0.027,-18.1,-19.0,-36.4,134.6,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,804,2017-05-30 21:24:05:096
-0.424,-0.114,9.66,-0.354,-0.041,9.807,-0.095,0.0,-0.041,-17.9,-19.0,-36.4,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,815,2017-05-30 21:24:05:107
-0.424,-0.114,9.66,-0.354,-0.041,9.807,-0.095,0.0,-0.041,-17.9,-19.0,-36.4,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,825,2017-05-30 21:24:05:117
-0.338,-0.009,9.716,-0.354,-0.041,9.807,-0.068,-0.068,-0.15,-18.2,-19.0,-36.2,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,835,2017-05-30 21:24:05:127
-0.338,-0.009,9.716,-0.354,-0.041,9.807,-0.068,-0.068,-0.15,-18.2,-19.0,-36.2,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,845,2017-05-30 21:24:05:137
-0.51,-0.066,9.604,-0.354,-0.041,9.807,0.027,0.041,-0.095,-17.9,-19.0,-36.1,134.8,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,854,2017-05-30 21:24:05:146
-0.51,-0.066,9.604,-0.354,-0.041,9.807,0.027,0.041,-0.095,-17.9,-19.0,-36.1,134.8,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,865,2017-05-30 21:24:05:157
-0.434,-0.057,9.623,-0.354,-0.027,9.807,-0.15,-0.027,-0.204,-17.9,-19.0,-36.2,134.8,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,874,2017-05-30 21:24:05:166
-0.319,-0.066,9.735,-0.354,-0.027,9.807,-0.15,-0.027,-0.204,-17.9,-19.0,-36.2,134.8,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,885,2017-05-30 21:24:05:177
-0.319,-0.066,9.735,-0.354,-0.027,9.807,-0.15,-0.027,-0.204,-17.9,-19.0,-36.2,134.8,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,894,2017-05-30 21:24:05:186
-0.405,-0.095,9.548,-0.354,-0.041,9.807,-0.123,-0.041,-0.095,-17.6,-19.0,-36.2,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,905,2017-05-30 21:24:05:197
-0.405,-0.095,9.548,-0.354,-0.041,9.807,-0.123,-0.041,-0.095,-17.6,-19.0,-36.2,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,915,2017-05-30 21:24:05:207
-0.281,0.039,9.837,-0.354,-0.041,9.807,-0.041,-0.041,-0.259,-17.5,-19.2,-36.7,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,925,2017-05-30 21:24:05:217
-0.281,0.039,9.837,-0.354,-0.041,9.807,-0.041,-0.041,-0.259,-17.5,-19.2,-36.7,134.7,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,935,2017-05-30 21:24:05:227
-0.472,-0.057,9.557,-0.354,-0.041,9.807,0.082,0.068,0.027,-17.8,-19.6,-36.4,136.2,0.2,2.1,55.82,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,944,2017-05-30 21:24:05:236
-0.472,-0.057,9.557,-0.354,-0.041,9.807,-0.109,-0.014,-0.245,-17.8,-19.6,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,955,2017-05-30 21:24:05:247
-0.319,0.001,9.632,-0.368,-0.041,9.807,0.068,0.027,0.0,-17.8,-19.6,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,966,2017-05-30 21:24:05:258
-0.319,0.001,9.632,-0.368,-0.041,9.807,0.068,0.027,0.0,-17.8,-19.6,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,975,2017-05-30 21:24:05:267
-0.319,0.001,9.632,-0.368,-0.041,9.807,0.068,0.027,0.0,-17.8,-19.6,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,985,2017-05-30 21:24:05:277
-0.233,0.03,9.744,-0.381,-0.041,9.807,-0.109,0.027,-0.204,-18.1,-19.7,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,995,2017-05-30 21:24:05:287
-0.233,0.03,9.744,-0.381,-0.041,9.807,0.027,0.041,-0.191,-17.7,-19.6,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,1005,2017-05-30 21:24:05:297
-0.214,0.049,9.707,-0.381,-0.041,9.807,-0.014,0.068,-0.15,-17.6,-19.3,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,1015,2017-05-30 21:24:05:307
-0.214,0.049,9.707,-0.381,-0.041,9.807,-0.014,0.068,-0.15,-17.6,-19.3,-36.4,136.2,0.2,2.1,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,1024,2017-05-30 21:24:05:316
-0.367,-0.009,9.51,-0.381,-0.041,9.807,0.054,0.041,-0.3,-17.8,-19.5,-37.2,134.6,0.2,2.2,53.13,39.35338,16.2197,262.0,225.6842499,1.8,4.0,225.3,10 / 21,1035,2017-05-30 21:24:05:327
