ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.0163,-0.2289,9.5479,-0.2724,-0.3133,9.8067,-0.4495,-0.1498,0.0545,2.88,-14.4,-12.84,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,5,2017-05-05 09:34:20:043
0.0163,-0.2289,9.5479,-0.2724,-0.3133,9.8067,-0.4495,-0.1498,0.0545,2.88,-14.4,-12.84,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,14,2017-05-05 09:34:20:052
-0.5392,-0.3247,9.8655,-0.2996,-0.3133,9.8067,0.3133,0.0953,-0.2588,2.82,-14.76,-13.14,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,24,2017-05-05 09:34:20:062
0.2557,-0.3055,9.4171,-0.2996,-0.3133,9.8067,0.3133,0.0953,-0.2588,2.82,-14.76,-13.14,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,34,2017-05-05 09:34:20:072
0.2557,-0.3055,9.4171,-0.2996,-0.3133,9.8067,-0.2315,0.0,0.0545,2.88,-15.06,-13.02,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,44,2017-05-05 09:34:20:082
0.3898,-0.2002,9.333,-0.2996,-0.3133,9.8067,-0.2315,0.0,0.0545,2.88,-15.06,-13.02,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,54,2017-05-05 09:34:20:092
0.3898,-0.2002,9.333,-0.2996,-0.3133,9.8067,-0.5993,-0.1226,0.2179,2.58,-14.76,-13.02,189.58,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,64,2017-05-05 09:34:20:102
0.1312,-0.2002,9.3704,-0.2996,-0.3133,9.8067,0.681,0.1226,-0.4767,2.58,-15.0,-13.02,189.58,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,74,2017-05-05 09:34:20:112
0.1312,-0.2002,9.3704,-0.2996,-0.3133,9.8067,0.681,0.1226,-0.4767,2.58,-15.0,-13.02,189.58,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,84,2017-05-05 09:34:20:122
-0.271,-0.2672,9.8095,-0.2996,-0.3133,9.8067,0.4222,0.1226,-0.4359,2.94,-14.7,-12.84,189.58,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,94,2017-05-05 09:34:20:132
0.0354,-0.3342,9.4638,-0.2996,-0.3133,9.8067,0.4222,0.1226,-0.4359,2.94,-14.7,-12.84,189.58,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,104,2017-05-05 09:34:20:142
0.0354,-0.3342,9.4638,-0.2996,-0.3133,9.8067,0.0409,0.0545,0.0,2.82,-14.4,-12.6,190.23,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,114,2017-05-05 09:34:20:152
0.3706,-0.181,9.333,-0.2996,-0.3133,9.8067,0.3269,-0.0136,-0.3405,2.7,-14.1,-12.78,190.23,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,124,2017-05-05 09:34:20:162
-0.9414,-0.4492,10.015,-0.286,-0.3133,9.8067,0.6538,0.1362,-0.4767,2.64,-14.46,-12.78,190.23,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,134,2017-05-05 09:34:20:172
-0.9414,-0.4492,10.015,-0.286,-0.3133,9.8067,0.6538,0.1362,-0.4767,2.64,-14.46,-12.78,190.23,1.83,1.75,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,145,2017-05-05 09:34:20:183
-0.6254,-0.4108,9.7721,-0.286,-0.3133,9.8067,0.6129,0.1634,-0.5176,2.58,-14.52,-12.96,189.65,1.83,1.67,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,154,2017-05-05 09:34:20:192
-0.6254,-0.4108,9.7721,-0.286,-0.3133,9.8067,0.6129,0.1634,-0.5176,2.58,-14.52,-12.96,189.65,1.83,1.67,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,164,2017-05-05 09:34:20:202
-0.1465,-0.3725,9.5572,-0.286,-0.3133,9.8067,-0.3269,-0.0953,-0.0409,2.64,-14.52,-13.32,189.65,1.83,1.67,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,174,2017-05-05 09:34:20:212
-0.1465,-0.3725,9.5572,-0.286,-0.3133,9.8067,-0.3269,-0.0953,-0.0409,2.64,-14.52,-13.32,189.65,1.83,1.67,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,184,2017-05-05 09:34:20:222
0.2653,-0.2385,9.2863,-0.2724,-0.3133,9.8067,0.1362,-0.0545,-0.2452,2.52,-14.82,-13.56,189.65,1.83,1.67,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,194,2017-05-05 09:34:20:232
-0.9127,-0.4013,10.0056,-0.2724,-0.3133,9.8067,0.1362,-0.0545,-0.2452,2.52,-14.82,-13.56,189.65,1.83,1.67,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,204,2017-05-05 09:34:20:242
-0.9127,-0.4013,10.0056,-0.2724,-0.3133,9.8067,0.5312,0.0817,-0.5176,3.24,-14.7,-13.56,189.59,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,214,2017-05-05 09:34:20:252
-0.8552,-0.4204,9.8748,-0.2724,-0.3133,9.8067,-0.6402,-0.0817,0.2043,3.18,-14.7,-13.68,189.59,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,224,2017-05-05 09:34:20:262
-0.8552,-0.4204,9.8748,-0.2724,-0.3133,9.8067,-0.6402,-0.0817,0.2043,3.18,-14.7,-13.68,189.59,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,234,2017-05-05 09:34:20:272
-0.3859,-0.3438,9.688,-0.2724,-0.3133,9.8067,-0.5721,-0.0953,0.0681,2.88,-14.34,-13.62,189.59,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,244,2017-05-05 09:34:20:282
-0.4147,-0.2385,9.7441,-0.2724,-0.3133,9.8067,-0.109,-0.0272,-0.1226,2.7,-13.98,-13.08,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,255,2017-05-05 09:34:20:293
-0.4147,-0.2385,9.7441,-0.2724,-0.3133,9.8067,-0.109,-0.0272,-0.1226,2.7,-13.98,-13.08,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,264,2017-05-05 09:34:20:302
-0.7499,-0.363,10.0056,-0.2724,-0.3133,9.8067,-0.1362,0.0817,-0.0681,2.94,-13.98,-12.96,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,275,2017-05-05 09:34:20:313
-0.7499,-0.363,10.0056,-0.2724,-0.3133,9.8067,-0.1362,0.0817,-0.0681,2.94,-13.98,-12.96,190.37,1.83,1.59,45.97,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,285,2017-05-05 09:34:20:323
-0.8744,-0.4204,9.987,-0.2724,-0.3133,9.8067,-0.4767,-0.0409,0.2043,2.64,-14.1,-12.9,190.37,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,295,2017-05-05 09:34:20:333
0.1982,-0.1906,9.3797,-0.2724,-0.3133,9.8067,-0.5993,-0.0953,0.1771,2.7,-14.46,-12.72,190.37,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,307,2017-05-05 09:34:20:345
0.1982,-0.1906,9.3797,-0.2724,-0.3133,9.8067,-0.5993,-0.0953,0.1771,2.7,-14.46,-12.72,190.37,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,314,2017-05-05 09:34:20:352
-0.2231,-0.2863,9.6787,-0.2724,-0.3133,9.8067,0.4631,0.1226,-0.4222,3.06,-14.4,-12.36,190.37,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,324,2017-05-05 09:34:20:362
-0.2231,-0.2863,9.6787,-0.2724,-0.3133,9.8067,0.0545,0.0272,-0.1226,3.18,-14.7,-12.24,190.37,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,334,2017-05-05 09:34:20:372
-0.7594,-0.3821,10.043,-0.2724,-0.3133,9.8067,0.0545,0.0272,-0.1226,3.18,-14.7,-12.24,190.37,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,345,2017-05-05 09:34:20:383
0.361,-0.2863,9.361,-0.2724,-0.2996,9.8067,-0.4767,-0.0817,0.2315,3.48,-14.64,-12.18,189.83,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,355,2017-05-05 09:34:20:393
0.361,-0.2863,9.361,-0.2724,-0.2996,9.8067,-0.4767,-0.0817,0.2315,3.48,-14.64,-12.18,189.83,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,364,2017-05-05 09:34:20:402
0.3515,-0.2097,9.3423,-0.2588,-0.2996,9.8067,0.6129,0.0136,-0.4495,3.42,-14.64,-12.42,189.83,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,374,2017-05-05 09:34:20:412
0.3515,-0.2097,9.3423,-0.2588,-0.2996,9.8067,0.6129,0.0136,-0.4495,3.42,-14.64,-12.42,189.83,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,384,2017-05-05 09:34:20:422
-0.0891,-0.2385,9.5666,-0.2588,-0.3133,9.8067,0.5993,0.109,-0.4631,3.42,-14.64,-12.42,189.83,1.83,1.59,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,395,2017-05-05 09:34:20:433
-0.1561,-0.363,9.6319,-0.2588,-0.3133,9.8067,0.1771,0.0817,-0.2452,3.12,-14.04,-12.54,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,405,2017-05-05 09:34:20:443
-0.1561,-0.363,9.6319,-0.2588,-0.3133,9.8067,0.1771,0.0817,-0.2452,3.12,-14.04,-12.54,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,414,2017-05-05 09:34:20:452
0.3036,-0.2672,9.3517,-0.2588,-0.3133,9.8067,0.109,-0.0409,-0.1771,3.12,-14.04,-12.96,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,424,2017-05-05 09:34:20:462
0.3036,-0.2672,9.3517,-0.2588,-0.3133,9.8067,0.109,-0.0409,-0.1771,3.12,-14.04,-12.96,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,434,2017-05-05 09:34:20:472
0.3706,-0.2193,9.2489,-0.2588,-0.3133,9.8067,0.5584,0.0545,-0.4495,3.06,-13.68,-12.96,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,445,2017-05-05 09:34:20:483
-0.8552,-0.4396,10.0056,-0.2588,-0.3133,9.8067,0.5584,0.0545,-0.4495,3.06,-13.68,-12.96,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,454,2017-05-05 09:34:20:492
-0.8552,-0.4396,10.0056,-0.2588,-0.3133,9.8067,0.6265,0.0953,-0.5584,3.24,-13.68,-12.84,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,465,2017-05-05 09:34:20:503
-0.4243,-0.3725,9.7067,-0.2588,-0.3133,9.8067,-0.5857,-0.1226,0.2043,3.12,-13.74,-13.08,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,474,2017-05-05 09:34:20:512
-0.4243,-0.3725,9.7067,-0.2588,-0.3133,9.8067,-0.5857,-0.1226,0.2043,3.12,-13.74,-13.08,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,484,2017-05-05 09:34:20:522
0.0833,-0.2863,9.3984,-0.2588,-0.3133,9.8067,-0.1634,-0.0545,-0.0953,2.94,-14.1,-13.26,190.44,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,494,2017-05-05 09:34:20:532
-0.8935,-0.3534,10.0243,-0.2588,-0.3133,9.8067,0.3405,0.0272,-0.4086,2.22,-14.58,-12.9,186.14,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,505,2017-05-05 09:34:20:543
-0.8935,-0.3534,10.0243,-0.2588,-0.3133,9.8067,0.3405,0.0272,-0.4086,2.22,-14.58,-12.9,186.14,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,515,2017-05-05 09:34:20:553
-0.9701,-0.3725,10.015,-0.2588,-0.3133,9.8067,-0.6265,-0.0272,0.2179,2.22,-14.58,-12.72,186.14,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,525,2017-05-05 09:34:20:563
-0.9701,-0.3725,10.015,-0.2588,-0.3133,9.8067,-0.6265,-0.0272,0.2179,2.22,-14.58,-12.72,186.14,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,535,2017-05-05 09:34:20:573
-0.52,-0.4108,9.8375,-0.2588,-0.3133,9.8067,-0.7083,-0.0545,0.2043,2.16,-14.94,-12.66,186.14,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,545,2017-05-05 09:34:20:583
-0.204,-0.181,9.7441,-0.2588,-0.3133,9.8067,-0.2588,-0.0953,0.0272,2.64,-14.22,-12.3,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,555,2017-05-05 09:34:20:593
-0.204,-0.181,9.7441,-0.2588,-0.3133,9.8067,-0.2588,-0.0953,0.0272,2.64,-14.22,-12.3,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,564,2017-05-05 09:34:20:602
-0.6924,-0.3151,9.9963,-0.2588,-0.3133,9.8067,0.0681,0.1362,-0.0681,2.76,-14.52,-12.3,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,574,2017-05-05 09:34:20:612
-0.6924,-0.3151,9.9963,-0.2588,-0.3133,9.8067,-0.4222,0.0,0.1907,3.3,-14.04,-12.3,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,584,2017-05-05 09:34:20:622
-0.9893,-0.4013,10.0337,-0.2588,-0.3133,9.8067,-0.4222,0.0,0.1907,3.3,-14.04,-12.3,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,595,2017-05-05 09:34:20:633
0.3802,-0.1714,9.2863,-0.2588,-0.3133,9.8067,0.5993,0.109,-0.4903,3.3,-14.34,-12.24,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,604,2017-05-05 09:34:20:642
0.3802,-0.1714,9.2863,-0.2588,-0.3133,9.8067,0.5993,0.109,-0.4903,3.3,-14.34,-12.24,190.57,1.83,1.51,44.74,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,614,2017-05-05 09:34:20:652
-0.0508,-0.2576,9.4825,-0.2724,-0.3133,9.8067,0.6402,0.1498,-0.5176,3.3,-14.04,-12.36,190.57,1.83,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,624,2017-05-05 09:34:20:662
-0.0508,-0.2576,9.4825,-0.2724,-0.3133,9.8067,0.6402,0.1498,-0.5176,3.3,-14.04,-12.36,190.57,1.83,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,634,2017-05-05 09:34:20:672
-0.5104,-0.3247,9.9402,-0.2724,-0.2996,9.8067,0.2315,0.0545,-0.3269,2.82,-14.7,-12.42,189.83,1.83,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,644,2017-05-05 09:34:20:682
0.2461,-0.3055,9.4358,-0.2724,-0.2996,9.8067,0.2315,0.0545,-0.3269,2.82,-14.7,-12.42,189.83,1.83,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,654,2017-05-05 09:34:20:692
0.2461,-0.3055,9.4358,-0.2724,-0.2996,9.8067,-0.2315,-0.0136,0.1362,3.24,-14.34,-12.54,189.83,1.83,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,665,2017-05-05 09:34:20:703
0.3898,-0.181,9.2956,-0.2724,-0.2996,9.8067,0.5176,0.0,-0.3677,3.18,-14.34,-13.02,189.83,1.83,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,675,2017-05-05 09:34:20:713
0.3898,-0.181,9.2956,-0.2724,-0.2996,9.8067,0.5176,0.0,-0.3677,3.18,-14.34,-13.02,189.83,1.83,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,685,2017-05-05 09:34:20:723
0.1695,-0.2097,9.4544,-0.2588,-0.2996,9.8067,0.6402,0.1226,-0.5176,3.3,-13.98,-13.08,190.39,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,695,2017-05-05 09:34:20:733
-0.4626,-0.3917,9.8095,-0.2588,-0.286,9.8067,0.4222,0.0817,-0.3541,3.06,-14.04,-13.26,190.39,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,705,2017-05-05 09:34:20:743
-0.4626,-0.3917,9.8095,-0.2588,-0.286,9.8067,0.4222,0.0817,-0.3541,3.06,-14.04,-13.26,190.39,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,715,2017-05-05 09:34:20:753
0.045,-0.3342,9.5666,-0.2588,-0.286,9.8067,-0.1907,-0.0953,0.0,3.36,-13.68,-13.56,190.39,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,724,2017-05-05 09:34:20:762
0.045,-0.3342,9.5666,-0.2588,-0.286,9.8067,-0.1907,-0.0953,0.0,3.36,-13.68,-13.56,190.39,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,734,2017-05-05 09:34:20:772
0.3802,-0.2193,9.389,-0.2588,-0.286,9.8067,0.2996,-0.0409,-0.2452,3.18,-13.74,-13.38,190.47,1.67,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,744,2017-05-05 09:34:20:782
0.3802,-0.2193,9.389,-0.2588,-0.286,9.8067,0.2996,-0.0409,-0.2452,3.18,-13.74,-13.38,190.47,1.67,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,755,2017-05-05 09:34:20:793
0.361,-0.2289,9.3797,-0.2588,-0.286,9.8067,0.6265,0.0681,-0.4222,3.12,-13.74,-13.2,190.47,1.67,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,765,2017-05-05 09:34:20:803
0.361,-0.2289,9.3797,-0.2724,-0.286,9.8067,-0.6129,-0.1634,0.286,2.88,-13.74,-13.32,190.47,1.67,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,774,2017-05-05 09:34:20:812
-0.0986,-0.2576,9.6133,-0.2724,-0.286,9.8067,-0.6129,-0.1634,0.286,2.88,-13.74,-13.32,190.47,1.67,1.51,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,784,2017-05-05 09:34:20:822
-0.0986,-0.2576,9.6133,-0.2724,-0.2996,9.8067,-0.395,-0.1498,-0.0409,2.94,-13.5,-13.2,191.16,1.67,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,794,2017-05-05 09:34:20:832
-0.5488,-0.3055,9.9589,-0.2724,-0.2996,9.8067,-0.395,-0.1498,-0.0409,2.94,-13.5,-13.2,191.16,1.67,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,804,2017-05-05 09:34:20:842
-0.5488,-0.3055,9.9589,-0.2724,-0.2996,9.8067,0.1362,-0.0136,-0.1498,2.58,-13.56,-13.2,191.16,1.67,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,814,2017-05-05 09:34:20:852
-0.8839,-0.4108,9.987,-0.2724,-0.2996,9.8067,-0.2724,0.0,0.1498,2.16,-13.62,-13.56,191.16,1.67,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,825,2017-05-05 09:34:20:863
0.3706,-0.2097,9.3143,-0.2724,-0.2996,9.8067,-0.2724,0.0,0.1498,2.16,-13.62,-13.56,191.16,1.67,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,835,2017-05-05 09:34:20:873
0.3706,-0.2097,9.3143,-0.2724,-0.2996,9.8067,-0.5993,-0.109,0.1771,2.16,-13.32,-13.32,186.97,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,845,2017-05-05 09:34:20:883
0.112,-0.2002,9.4638,-0.2724,-0.2996,9.8067,-0.5993,-0.109,0.1771,2.16,-13.32,-13.32,186.97,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,855,2017-05-05 09:34:20:893
0.112,-0.2002,9.4638,-0.2724,-0.2996,9.8067,-0.4495,-0.1634,0.0272,2.22,-13.68,-13.14,186.97,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,865,2017-05-05 09:34:20:903
-0.4626,-0.3151,9.9589,-0.2724,-0.2996,9.8067,0.3814,0.109,-0.3405,2.46,-13.92,-13.14,186.97,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,874,2017-05-05 09:34:20:912
-0.4626,-0.3151,9.9589,-0.2724,-0.2996,9.8067,0.3814,0.109,-0.3405,2.46,-13.92,-13.14,186.97,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,884,2017-05-05 09:34:20:922
-0.9127,-0.3725,10.0991,-0.2724,-0.2996,9.8067,-0.1771,-0.0136,0.1498,2.46,-13.86,-12.72,186.49,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,894,2017-05-05 09:34:20:932
-0.9127,-0.3725,10.0991,-0.2724,-0.2996,9.8067,-0.1771,-0.0136,0.1498,2.46,-13.86,-12.72,186.49,1.75,1.59,45.059,39.353455,16.219633,283.0,225.68573,0.0,3.0,,9 / 19,904,2017-05-05 09:34:20:942
0.3994,-0.1618,9.3517,-0.2588,-0.2996,9.8067,-0.6538,-0.0681,0.286,2.88,-14.4,-12.48,186.49,1.75,1.59,45.059,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,914,2017-05-05 09:34:20:952
0.1312,-0.2002,9.6226,-0.2588,-0.3133,9.8067,-0.6538,-0.1226,0.1498,2.46,-14.76,-12.3,186.25,1.75,1.51,45.059,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,925,2017-05-05 09:34:20:963
0.1312,-0.2002,9.6226,-0.2588,-0.3133,9.8067,-0.6538,-0.1226,0.1498,2.46,-14.76,-12.3,186.25,1.75,1.51,45.059,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,935,2017-05-05 09:34:20:973
-0.3381,-0.2863,9.8095,-0.2588,-0.3133,9.8067,-0.6538,-0.1226,0.1498,2.46,-14.76,-12.3,186.25,1.75,1.51,45.059,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,945,2017-05-05 09:34:20:983
0.0642,-0.2768,9.3704,-0.2452,-0.3133,9.8067,-0.2043,-0.109,-0.1362,2.7,-14.4,-12.36,186.25,1.75,1.51,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,954,2017-05-05 09:34:20:992
0.0642,-0.2768,9.3704,-0.2452,-0.3133,9.8067,-0.2043,-0.109,-0.1362,2.7,-14.4,-12.36,186.25,1.75,1.51,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,965,2017-05-05 09:34:21:003
0.3802,-0.2289,9.2676,-0.2452,-0.3133,9.8067,0.2996,0.0409,-0.4359,2.4,-14.22,-12.72,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,974,2017-05-05 09:34:21:012
0.3802,-0.2289,9.2676,-0.2452,-0.3133,9.8067,0.2996,0.0409,-0.4359,2.4,-14.22,-12.72,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,984,2017-05-05 09:34:21:022
0.1408,-0.181,9.3423,-0.2452,-0.3133,9.8067,0.6129,0.0953,-0.5448,1.92,-13.92,-13.08,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,994,2017-05-05 09:34:21:032
-0.5488,-0.43,9.7441,-0.2588,-0.3133,9.8067,0.395,0.1362,-0.4631,2.34,-14.22,-13.5,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,1005,2017-05-05 09:34:21:043
-0.5488,-0.43,9.7441,-0.2588,-0.3133,9.8067,0.395,0.1362,-0.4631,2.34,-14.22,-13.5,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,1015,2017-05-05 09:34:21:053
0.0546,-0.3534,9.5292,-0.2588,-0.3133,9.8067,-0.286,-0.109,-0.0681,2.22,-14.52,-13.5,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,1024,2017-05-05 09:34:21:062
0.0546,-0.3534,9.5292,-0.2588,-0.3133,9.8067,-0.286,-0.109,-0.0681,2.22,-14.52,-13.5,186.63,1.83,1.43,45.253,39.353455,16.219635,283.0,225.68573,0.0,3.0,,9 / 19,1034,2017-05-05 09:34:21:072
