ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.33232,-0.11396,10.21117,0.46309,-0.05448,9.80665,24.72,16.62,-82.8,299.803,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,14,2017-04-06 09:11:04:166
0.33232,-0.11396,10.21117,0.46309,-0.05448,9.80665,24.72,16.62,-82.8,299.803,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,23,2017-04-06 09:11:04:175
0.58131,0.05842,9.36102,0.46309,-0.05448,9.80665,24.6,16.74,-82.08,299.803,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,34,2017-04-06 09:11:04:186
0.58131,0.05842,9.36102,0.46309,-0.05448,9.80665,24.9,16.8,-81.78,299.803,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,44,2017-04-06 09:11:04:196
0.35147,-0.15227,10.15512,0.46309,-0.05448,9.80665,24.9,16.8,-81.78,299.803,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,54,2017-04-06 09:11:04:206
0.35147,-0.15227,10.15512,0.46309,-0.05448,9.80665,25.08,16.68,-81.84,299.852,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,64,2017-04-06 09:11:04:216
0.6292,0.01053,9.41708,0.46309,-0.05448,9.80665,24.96,16.62,-81.84,299.852,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,74,2017-04-06 09:11:04:226
0.6292,0.01053,9.41708,0.46309,-0.05448,9.80665,24.96,16.62,-81.84,299.852,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,84,2017-04-06 09:11:04:236
0.37062,-0.181,10.13643,0.46309,-0.05448,9.80665,24.78,16.62,-81.72,299.852,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,93,2017-04-06 09:11:04:245
0.37062,-0.181,10.13643,0.46309,-0.05448,9.80665,24.78,16.62,-81.72,299.852,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,104,2017-04-06 09:11:04:256
0.61962,0.02011,9.41708,0.46309,-0.05448,9.80665,24.66,16.44,-81.54,298.335,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,114,2017-04-06 09:11:04:266
0.61962,0.02011,9.41708,0.46309,-0.05448,9.80665,24.66,16.44,-81.54,298.335,0.318,-2.704,45.9753,39.351048,16.22401,858.065,NaN,0.936,116.129036,,8 / 19,124,2017-04-06 09:11:04:276
0.35147,-0.14269,10.29526,0.46309,-0.05448,9.80665,24.42,16.38,-81.72,298.335,0.318,-2.704,45.9753,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,138,2017-04-06 09:11:04:290
0.35147,-0.14269,10.29526,0.46309,-0.05448,9.80665,24.42,16.38,-81.72,298.335,0.318,-2.704,45.9753,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,144,2017-04-06 09:11:04:296
0.35147,-0.14269,10.29526,0.46309,-0.05448,9.80665,24.42,16.38,-81.72,298.335,0.318,-2.704,45.9753,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,154,2017-04-06 09:11:04:306
0.58131,0.02011,9.31431,0.46309,-0.05448,9.80665,24.72,16.62,-81.6,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,164,2017-04-06 09:11:04:316
0.3802,-0.20016,10.19249,0.46309,-0.05448,9.80665,24.54,16.68,-81.6,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,174,2017-04-06 09:11:04:326
0.3802,-0.20016,10.19249,0.46309,-0.05448,9.80665,24.54,16.68,-81.6,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,183,2017-04-06 09:11:04:335
0.6292,-0.00862,9.40773,0.46309,-0.05448,9.80665,24.42,17.16,-81.78,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,193,2017-04-06 09:11:04:345
0.6292,-0.00862,9.40773,0.46309,-0.05448,9.80665,24.42,17.16,-81.78,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,203,2017-04-06 09:11:04:355
0.34189,-0.16185,10.12709,0.46309,-0.05448,9.80665,24.54,16.8,-82.08,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,213,2017-04-06 09:11:04:365
0.35147,-0.15227,10.31394,0.46309,-0.05448,9.80665,24.54,16.8,-82.08,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,224,2017-04-06 09:11:04:376
0.35147,-0.15227,10.31394,0.46309,-0.05448,9.80665,24.42,17.22,-82.68,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,234,2017-04-06 09:11:04:386
0.60047,0.09673,9.2676,0.46309,-0.05448,9.80665,24.42,17.22,-82.68,299.852,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,244,2017-04-06 09:11:04:396
0.60047,0.09673,9.2676,0.46309,-0.05448,9.80665,24.3,17.16,-83.16,300.68,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,254,2017-04-06 09:11:04:406
0.33232,-0.17142,10.31394,0.46309,-0.05448,9.80665,24.3,17.16,-83.16,300.68,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,263,2017-04-06 09:11:04:415
0.65793,0.01053,9.48247,0.46309,-0.05448,9.80665,24.24,17.16,-83.82,300.68,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,274,2017-04-06 09:11:04:426
0.65793,0.01053,9.48247,0.46309,-0.05448,9.80665,24.24,17.16,-83.82,300.68,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,284,2017-04-06 09:11:04:436
0.33232,-0.13312,10.1738,0.46309,-0.05448,9.80665,24.42,17.64,-83.82,302.124,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,293,2017-04-06 09:11:04:445
0.33232,-0.13312,10.1738,0.46309,-0.05448,9.80665,24.42,17.64,-83.82,302.124,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,303,2017-04-06 09:11:04:455
0.64835,-0.0182,9.49181,0.46309,-0.05448,9.80665,24.18,17.04,-83.82,302.124,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,313,2017-04-06 09:11:04:465
0.64835,-0.0182,9.49181,0.46309,-0.05448,9.80665,24.18,17.04,-83.82,302.124,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,324,2017-04-06 09:11:04:476
0.39935,-0.14269,10.10841,0.46309,-0.05448,9.80665,24.48,16.92,-83.64,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,334,2017-04-06 09:11:04:486
0.39935,-0.14269,10.10841,0.46309,-0.05448,9.80665,24.48,16.92,-83.64,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,343,2017-04-06 09:11:04:495
0.59089,0.01053,9.50116,0.46309,-0.05448,9.80665,24.84,16.56,-83.64,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,353,2017-04-06 09:11:04:505
0.59089,0.01053,9.50116,0.46309,-0.05448,9.80665,24.84,16.56,-83.64,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,364,2017-04-06 09:11:04:516
0.37062,-0.16185,10.15512,0.46309,-0.05448,9.80665,24.12,16.08,-83.76,299.087,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,375,2017-04-06 09:11:04:527
0.37062,-0.16185,10.15512,0.46309,-0.05448,9.80665,24.12,16.08,-83.76,299.087,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,384,2017-04-06 09:11:04:536
0.6292,0.02969,9.52918,0.46309,-0.05448,9.80665,24.48,16.56,-83.4,299.087,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,394,2017-04-06 09:11:04:546
0.6292,0.02969,9.52918,0.46309,-0.05448,9.80665,24.48,16.56,-83.4,299.087,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,404,2017-04-06 09:11:04:556
0.35147,-0.15227,10.08038,0.46309,-0.05448,9.80665,24.36,16.74,-83.82,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,414,2017-04-06 09:11:04:566
0.24612,-0.20973,10.28591,0.46309,-0.05448,9.80665,24.36,16.74,-83.82,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,426,2017-04-06 09:11:04:578
0.24612,-0.20973,10.28591,0.47671,-0.0681,9.80665,23.94,16.8,-83.82,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,433,2017-04-06 09:11:04:585
0.543,0.09673,9.25826,0.47671,-0.0681,9.80665,23.94,16.8,-83.82,300.629,0.318,-2.704,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,446,2017-04-06 09:11:04:598
0.543,0.09673,9.25826,0.47671,-0.0681,9.80665,24.06,16.68,-83.46,300.406,0.397,-2.783,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,453,2017-04-06 09:11:04:605
0.28443,-0.181,10.37934,0.47671,-0.0681,9.80665,24.06,16.68,-83.46,300.406,0.397,-2.783,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,463,2017-04-06 09:11:04:615
0.28443,-0.181,10.37934,0.47671,-0.0681,9.80665,24.06,16.68,-83.46,300.406,0.397,-2.783,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,477,2017-04-06 09:11:04:629
0.55258,-0.04693,9.5105,0.47671,-0.0681,9.80665,24.0,16.38,-83.88,300.406,0.397,-2.783,46.248,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,484,2017-04-06 09:11:04:636
0.37062,-0.16185,10.08972,0.47671,-0.0681,9.80665,23.82,15.96,-83.82,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,496,2017-04-06 09:11:04:648
0.37062,-0.16185,10.08972,0.47671,-0.0681,9.80665,23.82,15.96,-83.82,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,504,2017-04-06 09:11:04:656
0.63877,-0.0182,9.56655,0.47671,-0.0681,9.80665,23.64,16.02,-83.22,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,514,2017-04-06 09:11:04:666
0.63877,-0.0182,9.56655,0.47671,-0.0681,9.80665,23.64,16.02,-83.22,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,523,2017-04-06 09:11:04:675
0.40893,-0.14269,10.02433,0.47671,-0.0681,9.80665,24.0,16.2,-83.04,298.861,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,534,2017-04-06 09:11:04:686
0.40893,-0.14269,10.02433,0.47671,-0.0681,9.80665,24.0,16.2,-83.04,298.861,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,544,2017-04-06 09:11:04:696
0.61962,-0.00862,9.56655,0.47671,-0.0681,9.80665,24.0,16.2,-82.68,298.861,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,554,2017-04-06 09:11:04:706
0.61962,-0.00862,9.56655,0.47671,-0.0681,9.80665,24.0,16.2,-82.68,298.861,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,563,2017-04-06 09:11:04:715
0.61962,-0.00862,9.56655,0.47671,-0.0681,9.80665,24.0,16.2,-82.68,298.861,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,573,2017-04-06 09:11:04:725
0.35147,-0.12354,10.04301,0.47671,-0.0681,9.80665,24.3,16.68,-82.68,300.406,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,584,2017-04-06 09:11:04:736
0.56216,-0.04693,9.55721,0.47671,-0.0681,9.80665,24.54,16.62,-83.28,300.406,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,593,2017-04-06 09:11:04:745
0.56216,-0.04693,9.55721,0.47671,-0.0681,9.80665,24.54,16.62,-83.28,300.406,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,603,2017-04-06 09:11:04:755
0.40893,-0.14269,10.07104,0.47671,-0.0681,9.80665,24.42,16.56,-83.76,300.406,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,614,2017-04-06 09:11:04:766
0.40893,-0.14269,10.07104,0.47671,-0.0681,9.80665,23.94,16.5,-84.0,300.353,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,624,2017-04-06 09:11:04:776
0.60047,9.6E-4,9.57589,0.47671,-0.0681,9.80665,23.94,16.5,-84.0,300.353,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,633,2017-04-06 09:11:04:785
0.57174,0.09673,9.19286,0.47671,-0.0681,9.80665,23.52,16.32,-83.7,300.353,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,643,2017-04-06 09:11:04:795
0.57174,0.09673,9.19286,0.47671,-0.0681,9.80665,23.52,16.32,-83.7,300.353,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,653,2017-04-06 09:11:04:805
0.30358,-0.20016,10.28591,0.47671,-0.0681,9.80665,23.82,16.38,-83.52,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,665,2017-04-06 09:11:04:817
0.30358,-0.20016,10.28591,0.47671,-0.0681,9.80665,23.82,16.38,-83.52,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,674,2017-04-06 09:11:04:826
0.61004,-0.03735,9.61326,0.47671,-0.0681,9.80665,23.52,16.32,-83.4,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,684,2017-04-06 09:11:04:836
0.47597,-0.06608,9.92156,0.47671,-0.0681,9.80665,24.0,16.5,-82.92,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,694,2017-04-06 09:11:04:846
0.47597,-0.06608,9.92156,0.47671,-0.0681,9.80665,24.0,16.5,-82.92,298.808,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,704,2017-04-06 09:11:04:856
0.61962,-0.03735,9.69735,0.44947,-0.0681,9.80665,24.48,16.74,-82.38,300.46,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,713,2017-04-06 09:11:04:865
0.63877,0.07757,9.2022,0.44947,-0.0681,9.80665,24.48,16.74,-82.38,300.46,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,724,2017-04-06 09:11:04:876
0.63877,0.07757,9.2022,0.43585,-0.05448,9.80665,24.66,16.74,-82.8,300.46,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,734,2017-04-06 09:11:04:886
0.24612,-0.22889,10.27657,0.43585,-0.05448,9.80665,24.66,16.74,-82.8,300.46,0.397,-2.783,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,743,2017-04-06 09:11:04:895
0.24612,-0.22889,10.27657,0.43585,-0.05448,9.80665,24.66,17.1,-82.5,300.045,0.318,-2.545,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,754,2017-04-06 09:11:04:906
0.63877,0.04884,9.27694,0.43585,-0.05448,9.80665,24.36,17.04,-82.8,300.045,0.318,-2.545,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,766,2017-04-06 09:11:04:918
0.48554,-0.13312,9.91222,0.43585,-0.05448,9.80665,24.36,17.04,-82.8,300.045,0.318,-2.545,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,776,2017-04-06 09:11:04:928
0.48554,-0.13312,9.91222,0.43585,-0.05448,9.80665,24.36,17.04,-82.8,300.045,0.318,-2.545,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,784,2017-04-06 09:11:04:936
0.48554,-0.13312,9.91222,0.43585,-0.05448,9.80665,24.36,17.04,-82.8,300.045,0.318,-2.545,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,793,2017-04-06 09:11:04:945
0.58131,-0.0565,9.70669,0.43585,-0.05448,9.80665,24.18,16.98,-83.04,300.885,0.318,-2.545,45.1445,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,803,2017-04-06 09:11:04:955
0.47597,-0.08523,9.8188,0.43585,-0.05448,9.80665,23.58,16.86,-82.98,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,814,2017-04-06 09:11:04:966
0.47597,-0.08523,9.8188,0.43585,-0.05448,9.80665,23.94,16.5,-82.8,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,824,2017-04-06 09:11:04:976
0.543,-0.06608,9.72537,0.43585,-0.05448,9.80665,23.94,16.5,-82.8,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,834,2017-04-06 09:11:04:986
0.543,-0.06608,9.72537,0.43585,-0.05448,9.80665,24.06,16.56,-83.22,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,844,2017-04-06 09:11:04:996
0.45681,-0.03735,9.74406,0.43585,-0.05448,9.80665,24.06,16.56,-83.22,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,853,2017-04-06 09:11:05:005
0.45681,-0.03735,9.74406,0.43585,-0.05448,9.80665,23.94,16.86,-83.58,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,864,2017-04-06 09:11:05:016
0.61004,-0.06608,9.80011,0.43585,-0.05448,9.80665,23.94,16.86,-83.58,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,874,2017-04-06 09:11:05:026
0.61004,-0.06608,9.80011,0.43585,-0.05448,9.80665,23.76,16.8,-83.28,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,884,2017-04-06 09:11:05:036
0.61004,-0.06608,9.80011,0.43585,-0.05448,9.80665,23.76,16.8,-83.28,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,894,2017-04-06 09:11:05:046
0.42808,-0.00862,9.72537,0.43585,-0.05448,9.80665,24.06,16.86,-83.46,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,904,2017-04-06 09:11:05:056
0.5047,-0.07566,9.73471,0.46309,-0.05448,9.80665,23.94,16.86,-83.76,300.885,0.318,-2.545,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,914,2017-04-06 09:11:05:066
0.5047,-0.07566,9.73471,0.46309,-0.05448,9.80665,23.94,16.86,-83.4,300.68,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,924,2017-04-06 09:11:05:076
0.41851,-0.0565,9.83748,0.46309,-0.05448,9.80665,23.94,16.86,-83.4,300.68,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,935,2017-04-06 09:11:05:087
0.20782,-0.21931,10.33262,0.46309,-0.05448,9.80665,24.12,16.2,-83.34,300.68,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,943,2017-04-06 09:11:05:095
0.20782,-0.21931,10.33262,0.46309,-0.05448,9.80665,24.12,16.2,-83.34,300.68,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,954,2017-04-06 09:11:05:106
0.61004,0.07757,9.23023,0.49033,-0.04086,9.80665,24.42,16.02,-83.46,299.137,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,963,2017-04-06 09:11:05:115
0.61004,0.07757,9.23023,0.49033,-0.04086,9.80665,24.42,16.02,-83.46,299.137,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,974,2017-04-06 09:11:05:126
0.47597,-0.07566,9.70669,0.49033,-0.04086,9.80665,24.66,16.08,-83.34,299.137,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,984,2017-04-06 09:11:05:136
0.60047,-0.10439,9.76274,0.49033,-0.04086,9.80665,24.36,16.14,-83.34,299.137,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,993,2017-04-06 09:11:05:145
0.60047,-0.10439,9.76274,0.49033,-0.04086,9.80665,24.36,16.14,-83.34,299.137,0.318,-2.704,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1004,2017-04-06 09:11:05:156
0.51427,-0.0565,9.67866,0.49033,-0.04086,9.80665,24.24,16.44,-83.64,299.068,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1018,2017-04-06 09:11:05:170
0.51427,-0.0565,9.67866,0.49033,-0.04086,9.80665,24.24,16.44,-83.64,299.068,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1023,2017-04-06 09:11:05:175
0.32274,-0.19058,10.3046,0.49033,-0.04086,9.80665,23.82,16.62,-83.52,299.068,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1034,2017-04-06 09:11:05:186
0.73454,0.09673,9.21154,0.49033,-0.04086,9.80665,23.88,16.92,-83.52,299.068,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1043,2017-04-06 09:11:05:195
0.73454,0.09673,9.21154,0.49033,-0.04086,9.80665,23.88,16.92,-83.52,299.068,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1053,2017-04-06 09:11:05:205
0.18866,-0.20973,10.4167,0.49033,-0.04086,9.80665,23.34,16.68,-83.22,301.566,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1064,2017-04-06 09:11:05:216
0.18866,-0.20973,10.4167,0.49033,-0.04086,9.80665,23.34,16.68,-83.22,301.566,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1074,2017-04-06 09:11:05:226
0.5047,-0.08523,9.84682,0.49033,-0.04086,9.80665,23.58,16.86,-83.1,301.566,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1084,2017-04-06 09:11:05:236
0.43766,-0.13312,9.89353,0.49033,-0.04086,9.80665,23.58,16.86,-83.1,301.566,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1094,2017-04-06 09:11:05:246
0.43766,-0.13312,9.89353,0.49033,-0.04086,9.80665,24.18,17.1,-82.74,300.649,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1104,2017-04-06 09:11:05:256
0.58131,-0.07566,9.80011,0.49033,-0.04086,9.80665,24.18,17.1,-82.74,300.649,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1113,2017-04-06 09:11:05:265
0.56216,0.02969,9.25826,0.49033,-0.04086,9.80665,24.18,17.1,-82.56,300.649,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,8 / 19,1124,2017-04-06 09:11:05:276
0.56216,0.02969,9.25826,0.49033,-0.04086,9.80665,24.18,17.1,-82.56,300.649,0.238,-2.862,47.0355,39.351013,16.224033,841.935,NaN,1.656,100.0,,10 / 19,1133,2017-04-06 09:11:05:285
0.29401,-0.20973,10.25789,0.49033,-0.04086,9.80665,24.36,17.16,-82.92,300.649,0.238,-2.862,47.0355,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1144,2017-04-06 09:11:05:296
0.29401,-0.20973,10.25789,0.49033,-0.04086,9.80665,24.36,17.16,-82.92,300.649,0.238,-2.862,47.0355,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1154,2017-04-06 09:11:05:306
0.58131,-0.02777,9.53852,0.49033,-0.04086,9.80665,24.18,17.16,-82.92,300.649,0.238,-2.862,47.2055,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1163,2017-04-06 09:11:05:315
0.40893,-0.08523,9.77208,0.49033,-0.04086,9.80665,24.18,17.16,-82.92,300.649,0.238,-2.862,47.2055,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1174,2017-04-06 09:11:05:326
0.40893,-0.08523,9.77208,0.49033,-0.04086,9.80665,23.82,17.1,-82.92,300.649,0.238,-2.862,47.2055,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1183,2017-04-06 09:11:05:335
0.40893,-0.08523,9.77208,0.49033,-0.04086,9.80665,23.82,17.1,-82.92,300.649,0.238,-2.862,47.2055,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1193,2017-04-06 09:11:05:345
0.49512,-0.0182,9.49181,0.49033,-0.04086,9.80665,23.82,17.1,-83.1,300.649,0.238,-2.862,47.2055,39.35116,16.223936,854.839,NaN,1.584,103.22581,0.0,10 / 19,1203,2017-04-06 09:11:05:355
